Article,Category,"Name English","Description English","Name French","Description French","Name Dutch","Description Dutch",Status,"Purchase price",Price,"Old price","Tax rate",Units,Inventory,Weight,"EAN code",Condition,Home,"Web address"
"Ladies summer dresses cream 25 kg",Ladies,"Ladies summer dresses cream 25kg. 7,50 €/kg","Robes d’été dames crème 25kg. 7,50 €/kg","Dames zomer jurken creme 25kg. 7,50 €/kg","This article contains various dresses cream quality for woman. Casual, nightlife, fashion...<div>They are all different sizes and models.</div><div>Available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 7,50 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Cet article contient différentes robes femme qualité crème. Casual, vie nocturne, mode ...<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 7,50 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Dit artikel bevat verschillende jurken crème kwaliteit voor dames. Casual, nachtleven, mode ...<div>Ze zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 7,50 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,187.5,,21,,2,25,,Used,No,ladies/ladies-summer-dresses-cream-25kg-7-50-eur/k
"Ladies summer skirts cream 25 kg",Ladies,"Ladies summer skirts cream 25kg. 5,60 €/kg","Jupes femmes été 25kg. 5,60 €/kg","Dames zomer rokken 25kg. 5,60 €/kg","This article contains different skirts for ladies.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 5,60 €/kg.</div>","Cet article contient différentes jupes pour dames.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 5,60 €/kg.</div>","Dit artikel bevat verschillende rokken voor dames.<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 5,60 €/kg.</div>",Available,0,140,150,21,,1,25,,Used,No,ladies/ladies-summer-skirts-25kg-5-60-eur/kg
"Ladies t-shirts A. 25 kg",Ladies,"Ladies t-shirts A. 25kg. 1,80 €/kg","T-shirts femme A. 25kg. 1,80 €/kg","Dames t-shirts A. 25kg. 1,80 €/kg","This article contains different t-shirts grade A. for ladies.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 1,80 €/kg.</div><div><span style=\"font-size: 1em;\"><br /></span></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Cet article contient différents t-shirts grade A. pour dames.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 1,80 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Dit artikel bevat verschillende t-shirts grade A. voor dames.<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 1,80 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,45.00,60.00,21,,2,25,,Used,Yes,ladies/ladies-t-shirts-a-25kg-1-80-eur/kg
"Ladies winter skirt 25 kg","Ladies clothing","Ladies winter skirt 25kg.      2,64 €/kg","Jupe dames hiver 25kg.      2,64 €/kg","Dames winterrokken 25kg.      2,64 €/kg","Ladies winter skirt good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 2,64 €/kg.</div>","Jupe dames hiver de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 2,64 €/kg.</div>","Dames winter rokken van goede kwaliteit voor winkel met creme kwaliteit.<br /><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 1,76 €/KG.</div>",Available,0,66.00,110,21,,29,25,,Used,Yes,womens-clothing/ladies-winter-skirt
"Winter children mix A. 25 kg","Children's clothing","Winter children mix A. 25kg.      1,36 €/kg","Enfants d'hiver mix A. 25kg.      1,36 €/kg","Winter kinderen mix A. 25kg.      1,70 €/kg","<div>Winter children mix clothes grade A. good quality for shop.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>This contains the following articles:</div><div>Sweaters, dresses, skirts, polo long sleeves, jackets, winter blouses, shawls, hats, gloves, etc.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 1,36 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","<div>Enfants d'hiver mix grade A. de bonne qualité pour le magasin.</div><div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Cela contient les articles suivants:</div><div>Pulls, robes, jupes, polo manches longues, vestes, blouses d'hiver, châles, chapeaux, gants, etc.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 1,36 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","<div>Winter kinderen mix kleding grade A. van goede kwaliteit voor winkel.</div><div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.&nbsp;</div><div>Dit bevat namelijk volgende artikelen:&nbsp;</div><div>Truien, jurken, rokken, polo lange mouwen,&nbsp; jassen, winter bloezen, sjaals, hoeden, handschoenen, enz.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 1,36 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,34.00,55.00,21,,21,25,,Used,No,children-s-clothing/winter-children-mix-a
"Army 25 kg",Men,"Army wear 25kg.  4,00 €/kg","Armée 25kg. 2,72 €/kg","Legerkleding 25kg.  4,00 €/kg","This article contains various sizes pants &amp; tops army wear. (good quality)<div>They are all different models and colors.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 4,00 €/kg.</div>","Cet article contient différents tailles pantalons &amp; haut de vêtements de l'armée. (Bonne qualité)<div>Ce sont tous des modèles et couleurs différents.</div><div>Peut être disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 4,00 €/kg.</div>","Dit artikel bevat verschillende maten broeken &amp; tops legerkleding. (goede kwaliteit)<div>Het zijn allemaal verschillende modellen en kleuren.</div><div>Kan beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 4,00 €/kg.</div>",Available,0,100.00,120.00,21,,1,25,,Used,No,men/army-wear-25kg-4-00-eur/kg
"Ladies pullovers A. 25 kg","Ladies clothing","Ladies pullovers A. 25kg.     1,34 €/kg","Pulls dames A. 25kg.     1,34 €/kg","Dames truien A. 25kg.     1,34 €/kg","Ladies pullovers grade A. good quality for shop.<div>Can be available for send or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 1,34 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Pulls dames grade A. de bonne qualité pour le magasin.<div>Peut être disponible pour l'envoi ou le ramassage généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 1,34 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div>","Dames truien grade A. van goede kwaliteit voor winkel.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 1,34 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,33.60,43.75,21,,49,25,,Used,No,ladies-clothing/ladies-pullovers-a
"Men gilets 25 kg",Men,"Men gilet waistcoat 25kg. 3,60€/kg","Gilet pour les hommes 25kg. 3,60€/kg","Heren gilet waistcoat 25kg. 3,60€/kg","This article contains various gilet waistcoat for him.<div>They are all different sizes and models.</div><div>Available to ship or pick up, usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,60 €/kg.</div>","Cet article contient différents gilets pour hommes.<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour l'expédition ou le ramassage, généralement le même jour après réception du paiement.</div><div>Le sac est en 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,60 €/kg.</div>","Dit artikel bevat verschillende gilet waistcoat voor heren.<div>Het zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,60 €/kg.</div>","Customers only",0,90,,21,,1,25,,Used,No,men/men-gilet-waistcoat-25kg-3-60eur/kg
"Plastic boots 25 kg","Separated boots","Rein boots 25kg.      1,20 €/kg","Bottes de pluie 25kg.      1,20 €/kg","Regenlaarzen 25kg.      1,20 €/kg","Rein boots good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 1,20 €/kg.</div>","Bottes de pluie de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 1,20 €/kg.</div>","Regenlaarzen van goede kwaliteit voor winkel met creme kwaliteit.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 1,20 €/KG.</div>",Available,0,30.00,45.00,21,,2,25,,Used,No,separate-boots/rein-boots-1-52-eur/kg
"Ladies summer mini dresses 25 kg",Ladies,"Ladies summer mini dresses 25kg. 4,60 €/kg","Robes mini d’été dames 25kg. 4,60 €/kg","Dames zomer mini jurken 25kg. 4,60 €/kg","<h2><b><span style=\"color: #ff0f00;\">Free shipping ONLY EU COUNTRIES!</span></b></h2>Are you interested to buy <b>second-hand clothes wholesale</b>? Here is a perfect opportunity to do. These mini summer dresses are <b>used clothes UK</b>, but their quality is guaranteed <b>cream and first-grade clothing</b>. Each bag/box of 25kg consists a different varieties of fresh mini summer dresses for only 4,60€/kg. The combination of mini dresses includes different textures starting from pieces of denim, sequins, floral, satins to monochromes. This bulk of mini summer dresses has such diversity in style, design and colouring that it caters to the interest of women from all sizes. You can wear them while enjoying in free time, pool parties, going for a beach vacation, or a backyard housewarming party to attending a girl's night out. They are available in different sizes starting from size 10/38 EUR till size 18/46 EUR.
<div>Shipping is available&nbsp; accessible only in EU countries. So, hurry up and <b>buy clothes in bulk for cheap!
</b></div><div><br /><div><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/kON3jeqxqnI\" frameborder=\"0\" allowfullscreen=\"\"></iframe><br /></div></div>","<h2><b><span style=\"color: #ff0f00;\">Livraison gratuite UNIQUEMENT DANS LES PAYS DE L'UE!</span></b></h2><br /><div><br /></div><div><div class=\"columns\" style=\"margin: 5px;\"><div style=\"border: 0px solid White; background-color: White; background-color: White; margin: 5px; padding: 5px; border-radius: 5px\">Êtes-vous intéressé à acheter des vêtements d'occasion en gros? Voici une opportunité parfaite à faire. Ces mini robes d'été sont des vêtements usagés UK, mais leur qualité est garantie crème et vêtements de première qualité. Chaque boîte/sac de 25 kg se compose de différentes variétés de mini robes d'été fraîches pour seulement 4,60 €/kg. La combinaison de mini robes comprend différentes textures à partir de morceaux de denim, de paillettes, de fleurs, de satins et de monochromes. Ce lot de mini-robes d'été a une telle diversité de style, de design et de coloration qu'il répond aux intérêts des femmes de toutes tailles. Vous pouvez les porter tout en profitant du temps libre, des fêtes à la piscine, des vacances à la plage ou d'une pendaison de crémaillère dans la cour pour assister à une soirée entre filles. Ils sont disponibles en différentes tailles à partir de la taille 10/38 EUR jusqu'à la taille 18/46 EUR.&nbsp;<span style=\"font-size: 1em;\">La livraison est disponible et accessible que dans les pays de l'UE. Alors dépêchez-vous et achetez des vêtements en vrac à bon prix!</span></div><div style=\"border: 0px solid White; background-color: White; background-color: White; margin: 5px; padding: 5px; border-radius: 5px\"><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/kON3jeqxqnI\" frameborder=\"0\" allowfullscreen=\"\"></iframe><br /></div><div style=\"border: 0px solid White; background-color: White; background-color: White; margin: 5px; padding: 5px; border-radius: 5px\"><br /></div></div><br /></div><div><br /><div><br /></div></div>","<h2><b><span style=\"color: #ff0f00;\">Gratis verzending ENKEL EU LANDEN!</span></b></h2>Interesse om <b>tweedehands kleding in de groothandel</b> te kopen? Hier is een perfecte gelegenheid om te doen. Deze mini-zomerjurken zijn <b>gebruikte kleding in UK</b>, maar hun kwaliteit is gegarandeerd <b>crème en eersteklas kleding</b>. Elke doos/zak van 25 kg bestaat uit verschillende soorten frisse mini-zomerjurken voor slechts 4,60 €/kg. De combinatie van mini-jurken omvat verschillende texturen, variërend van denim, pailletten, bloemen, satijn tot monochroom. Dit merendeel van mini-zomerjurken heeft zo'n diversiteit in stijl, ontwerp en kleur dat het tegemoetkomt aan de interesse van vrouwen van alle maten. Je kunt ze dragen terwijl je geniet van vrije tijd, poolparty's, een strandvakantie of een inwijdingsfeest in de achtertuin om een avondje uit met een meisje bij te wonen. Ze zijn verkrijgbaar in verschillende maten vanaf maat 10/38 EUR tot maat 18/46 EUR.<div>Verzending is beschikbaar en toegankelijk in de EU-landen. Dus schiet op en koop kleding in bulk voor een goede prijs!<br /><div><iframe width=\"640\" height=\"480\" src=\"//www.youtube.com/embed/kON3jeqxqnI\" frameborder=\"0\" allowfullscreen=\"\"></iframe><br /></div></div>",Available,0,115.00,,21,,6,25,,Used,Yes,ladies/ladies-summer-mini-dresses-25kg-4-60-eur/kg
